cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,sentiment
UgyP1t9bBekNgRg8P7l4AaABAg,Pointless comparing the  practicality as BMW is not even a sports car as it can only be registered as D segment (for compact executive car) whereas Porsche 911 is registered as S segment for Sports car under the category International Standard ISO 3833-1977,3 years ago,@borinvlogs,UChBKqz3hQmY9duyvQMrt2uw,0,,https://yt3.ggpht.com/byfr7AkqMeLrwjHRM1vCXwTTVgrPkgZWmv21pqtm48xsukd37wEL-CDnBb-S3OAg-5-mcmomKg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578596.974397,Neutral
UgxDOF6KvtgvsqONGrN4AaABAg,"Please please please take all these best sports cars, and fully load them with passengers and then launch them all on the runway together! Full family weight” their capacity in launches! 😂 love this channel 🤙🏼",3 years ago,@briggzie03,UC1_ypLbqGsaeIcsCJfeKOfA,0,,https://yt3.ggpht.com/CGq30Qm4lOLcMkqqTAoNphaaZypoNyOSQksLJoa1rMkHScLxpqHPBBiRjKGap-3QiaQx4ig=s88-c-k-c0x00ffffff-no-rj,False,False,1656578596.974397,Positive
UgynV9d2eJq4ECsvX5J4AaABAg,I like the nail polish colors of BMW. I got the Thundernight purple.,3 years ago,@tresjolieme81,UCO5cupr2yRTkWxAi6uj3OFA,0,,https://yt3.ggpht.com/ytc/AIdro_nt7snNdSfS4znmkNFLr5qT_GViP35yVSSmW1fJT10ua0xb=s88-c-k-c0x00ffffff-no-rj,False,False,1656578596.974397,Positive
UgzKLtGclFUEkV6Pfpl4AaABAg,The biggest drawback of the BMW is that it is UGLY.,3 years ago,@waltersickinger263,UCP5Yz6fN61nlAjROL96dh3g,0,,https://yt3.ggpht.com/ytc/AIdro_k5raRsTk7dS7FUcc3WWOXaez7l0rvyqjzk2rC1KIU=s88-c-k-c0x00ffffff-no-rj,False,False,1656578596.983004,Negative
UgzGybC258R3xx-tOaZ4AaABAg,"Bmw front has really grown on me.  Think when Dodge came out with the new gill design in about 93.  Everyone was like “wow that’s different” then every single track had that style of grill and we thought it was amazing.  I think this will be similar.  However, with electric cars grills won’t be needed so who knows?",3 years ago (edited),@HowToGetMoreMetal,UCwrSjTzdYKK5iBSVyQK_gMg,0,,https://yt3.ggpht.com/u_DpCIZTMFl-fXOGP_uMDfaSgD9XBHhqTI0tN8hc47CY7lfkkax-MS31DSOnGqRq1vBbB-HK6rQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578596.983606,Positive
UgwVJCQ-03po3qL86PR4AaABAg,They are just 2 different cars,3 years ago,@AAAAAAndrea,UCwONm-Q7l1CXh7MqP8gZveQ,0,,https://yt3.ggpht.com/F5uWP8fqKWXlCZfW8T20YqUEhNFX21nQi1RkFdhAw9Kp9g05FFLdlmryB7QyGmECkv8nmKlStA=s88-c-k-c0x00ffffff-no-rj,False,False,1656578596.983606,Neutral
UgyMvwXWYRpd7gD_Jm94AaABAg,Congratulations matt 👶.,3 years ago,@thegamer2064,UCc9w2L0z-zk9eWaGehplBjA,0,,https://yt3.ggpht.com/ytc/AIdro_nBZh0TuDNDWGB2Qn1kj4WYJ29Ibw3PlML07OMOvIg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578596.983606,Positive
UgyeYL7vbeH86Tkatfx4AaABAg.9XE4gx6TN9S9gUR8-DUdV4,why?,2 years ago,@dexon777,UCZrkDbUTXAy9Qx16PHP3Ymg,0,,https://yt3.ggpht.com/ytc/AIdro_kpsQmT_-57HtYnR5VgZIG4Ynl6cSUk007iB5WOLUj4-w=s88-c-k-c0x00ffffff-no-rj,False,True,1688114599.778121,Neutral
UgyLYWCNUkHX6E_uPZl4AaABAg,Porsche all the way.,3 years ago,@spartacusm7594,UCBz7gXJsYcQbtzvNUxm6aMQ,1,,https://yt3.ggpht.com/ytc/AIdro_liNDBcF5owSmboj7EonxHG9lIIuUHVfy9WRipOXvMOXh4=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.112581,Neutral
UgwS59Ks9D9om2-3EZJ4AaABAg,"Look at these four exhausts. They are real... *proceeds to fist them*\
Look at this infamous mirror... fisting again",3 years ago (edited),@fr1571,UCps8lqmTdCbSNxJPWgcYzgg,1,,https://yt3.ggpht.com/ytc/AIdro_npLf9i_zXryhg858DtxbmOXb1C1fUe5z3Alqg4uh4=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.114259,Negative
Ugy-7w2wkfSUheeIgkZ4AaABAg,"Bmw 🔥🔥🔥🔥🔥
In past , present and future",3 years ago,@mahmoudhadota4147,UCuzh4cUGAIhcBLnryps8tUQ,0,,https://yt3.ggpht.com/ytc/AIdro_lrnP76AMihoxAL8ls1K3OsmZTOskEVebFbgVagx1A=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.114259,Negative
UgwXKwYi3ICzjjRqjFB4AaABAg,"Rattles in a Porsche? That's not good at all, you don't expect that.",3 years ago,@masmainster,UCbBOHW-su5uORX-c_XqsS6A,0,,https://yt3.ggpht.com/ytc/AIdro_lH3STdbsx4UHpXcE5XwkPTqGEfyv5xF42wy1nECL4=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.117006,Negative
UgyLPVztgldMhdcjqqR4AaABAg,gogo porsche,3 years ago,@sarahzulfa,UCZZe1BgQxP4IUUJYw-QmtEw,0,,https://yt3.ggpht.com/ytc/AIdro_m55TWefeZhoDjLP3LGMyoIVcip788pE9QWEuxKglIc0oYf=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.122095,Neutral
Ugz2JRSoBdw7kpYP5gV4AaABAg,There is a Rat hanging under the exhaust muffler 05:36,3 years ago,@tonymudya2966,UC3MeYGK80pvQfHoSkbNjpcg,0,,https://yt3.ggpht.com/ytc/AIdro_kwv5mx8aSd8-mlFkKe6NXmnMTc0RTlO6aAdgum-XQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.125146,Negative
UgzE-SJ1aVob1bcBpdR4AaABAg,That bmw is beautiful in this green colour.,3 years ago,@muhammadsajid5898,UCnEmW3z0nLABy8alMsCYz5g,0,,https://yt3.ggpht.com/q9oUByixGDGG76x_jE0Kc7OuyVRf4PYwjgqnf3hybCoQhzbByYFxyCrb0Qlw09QNxSIUghUR=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.125146,Positive
Ugysn3PpD0DlOgRs5it4AaABAg,BMW always!!!,3 years ago,@sergiomerchero658,UCLtz1QSTmV0fLuj-lWaRjOQ,0,,https://yt3.ggpht.com/ytc/AIdro_lcoMftlu0fKqHIhM_RFlXqdUGfXRXXJbYhJ1fmNrw=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.125146,Neutral
Ugw9B55G4Acz_FA5QsB4AaABAg,I actually love the new BMW M3. I think I it looks like it means business and the presence on the road is phenomenal. Love it! 😍,3 years ago,@noorghani5053,UCnMu33nnBg9GF3dAovCVGIw,11,,https://yt3.ggpht.com/9SvVXQSuQrALuJ41s-yDH4wuNGqTodZCcOj8Cg01n82K-xrh44S91-Ho3KQbz4iVcBBfcK2FEw=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.125146,Positive
UgyTTQ_9y8Q5tynOw314AaABAg,13:21 accurate representation of mat being born,3 years ago,@qiminaqiemi97,UCsa2jKDH0yMPVVG-uKaTDNA,0,,https://yt3.ggpht.com/ITscupoiFMQ6eltlcF3pW3GVjxyU89OuIkWPZ7PE8GBCf3W6zEL76nY49xHSIBjHmANqAn2Beuc=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.132103,Neutral
UgzZNHkY7q2mZ7tyGut4AaABAg,"I keep seeing this comparison…but..a fully loaded m3 is about 90k eur and a base porsche( by base i mean nothing on it, manual seats, manual mirrors) starts from 118k…",3 years ago,@testmeizu217,UCmqaTJgLMdwHx5i-tMag8ug,0,,https://yt3.ggpht.com/ytc/AIdro_lA0LG5kfYnz4TXSc0Eb-5lXNsQfU22gGLqfUpPaZw=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.132103,Neutral
UgwEzfmZ39vrh0PWTpp4AaABAg,You're doing the launch control on the M3 wrong!!!! Not even in M mode. Wanker,3 years ago,@mikezamani6446,UCFk3yfve-yxB38ilAHltRuA,1,,https://yt3.ggpht.com/ytc/AIdro_kIQd925lZn3kNvSQBuSIvxotU3QPyWJUGr6nl8J4Bbkl1bcFpzgHabStJf-LedxUFwQA=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.135801,Negative
Ugzs7al52oU7XZLT4lR4AaABAg,Just not a fan of how BMW M cars sound. Porsche all day every day.,3 years ago,@DoSum4Me,UClG4lN5vZEbV9zonqAa5DwQ,0,,https://yt3.ggpht.com/ytc/AIdro_lKFqLiR7BmKFXJ8T6CVDLsFbJIqeLj-no3IpyhIPU0OQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.137811,Negative
UgzlwVDatq8hWag08Wh4AaABAg,Great video. Thanks!,3 years ago,@gooo1762,UCnlY-dGH_BmLwAK7UXZqFvA,0,,https://yt3.ggpht.com/LVsqg3CyiZBtXFgMEqbnX4MxnuyY-kP-IBx_KJGOuPfcThD0G6kuprEL0FtsI0j-pNaAKalp=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.137811,Positive
Ugye7EGZeKSKIFj3MTl4AaABAg,Why does he have android that’s disgusting,3 years ago,@lawrencescht6145,UCUV0_jCNN6iWL3TucWVuFoA,0,,https://yt3.ggpht.com/ytc/AIdro_lKfZPMWSqusOFdoTjydl4A_xBW8D4keYMiRETbCnOoyqQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.139823,Negative
UgzHg_ySKqjfYwwSiCd4AaABAg,That entry level Porsche is a steal!!!!!,3 years ago,@drivermobius,UCPs7XUZ3SawQifccnAxy8Vw,0,,https://yt3.ggpht.com/i7f_YLrFDPPkNPG_nKy_IkgjhQaYrG9zKHU13MxHLzgFy0lZFxNEqfXIh6vx1a493LHNlStz0A=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.142686,Negative
Ugy8GaQrc_Oyv22QcZV4AaABAg,"Love the bmw,  the sound 🤩",3 years ago,@zinusic9062,UCHoc1MkJOfok33GyGjanUtA,0,,https://yt3.ggpht.com/ytc/AIdro_nUts_BPh8nIen1RA24-_k_S9Xf4DyiqOhUKICL0KLHd3g=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.142686,Positive
Ugy7uhQi4LYQw_Ua2PZ4AaABAg,"Please do a drag race with both the 911 and the G80 M3,now that would be greatly appreciated Thanks.@carwow",3 years ago,@romain.brandon,UCvNHeV1m3D32mNefzovD0Xg,0,,https://yt3.ggpht.com/59gztbXsOtCaW2GRFnTfputm7O8pwu84_j1NIsfKBk_GRW9ueOzXTTY_eDfxqNaqLgG2CdV7=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.150292,Positive
UgwSHXIv5SkHDv8Tomd4AaABAg,"how about a M3 2022 Xdrive vs Porsche Carrera 992  4s, that would be interesting. !!!!!",3 years ago,@chori12341,UCODyZnTIjp61SDvrLO_oUfA,1,,https://yt3.ggpht.com/ytc/AIdro_kTKzJgSmE1N6R8y_5WAr9ttO1xKcL13tHWc-AP7RwHy1E=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.152827,Positive
Ugy3eh-POpzgN1-Knnh4AaABAg,"Don't even have to watch the video, Porsche 911 anyday",3 years ago,@RK-dc4ft,UC5B89RhgTX-tBYJTx1syYsQ,0,,https://yt3.ggpht.com/ytc/AIdro_k3GE5grjQS6YGxRb54Go7T_pBPJK1AbW4MxGclyN9jXWg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578601.152827,Neutral
UgzBfQwG_GanozJRwsl4AaABAg,💙💙💙,3 years ago,@miguelvargas2022,UC3TzDmW7YdmUVQ1ggf_65aA,0,,https://yt3.ggpht.com/ytc/AIdro_ngAeXcM3wDyjrp-oavlTUCOgTRsZwqee10Jk6hQ1CFR1I=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.106069,Positive
Ugw4uy3PewocXMRPZNB4AaABAg,"""I'm an Android guy"". Love it that at least one car presenter has some common sense!",3 years ago,@ComputerExplodes,UCviyhm4jE3APkWFpfrZA8dw,0,,https://yt3.ggpht.com/iAtkk_5EuQTVUp0TBm-I7KV3d-VdB4pRBsfuCDNtvqxOJC5l28lFOWRYHZY3c8RSoBk3jIweMA=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.10849,Positive
UgyeTFp1J-HXX2WlkQN4AaABAg,love the new m3 but i have to agree. the 911 is just a higher level car,3 years ago,@Veyronp87,UCRJncYy9BNRwt5NNywalm4A,0,,https://yt3.ggpht.com/ytc/AIdro_n6_cjzv-mxdMtsrrxM7fwNF7pASLGopG1ImT0HqTAuig=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.110546,Positive
UgycBdmeKz-LNIa6Mw54AaABAg,Vs old amg gt?  Similar price,3 years ago,@doflamingo85,UCHbAb6kMqzAo8dex4xgP5JQ,0,,https://yt3.ggpht.com/ytc/AIdro_l5aWieUBXmuDgNGhEq0YJncuiv5h6zUMKTGZDgfgJxY9yH=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.112563,Neutral
UgzH7KvkZBusfyK7B_R4AaABAg,"When the M3 Competition has the softer suspension setup, you know you are driving a race car :P",3 years ago,@Krasshirsch,UCF4tvCTcAR_2SvUUNBO4YfQ,0,,https://yt3.ggpht.com/ytc/AIdro_kmKn8WnCX3BBPPwm3PZe4bR5M1EBaoLVejju78sYJ81l4=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.11446,Positive
UgwwskgVOVQUxs1rcmB4AaABAg,the cheapest 911 vs the most expensive 3 series. I would still take the 911.,3 years ago,@chanhyung88,UC-FZbu1dKNlu_7ji_Q-K3rg,0,,https://yt3.ggpht.com/ytc/AIdro_kBHn79MOfZBDrEnT7lA9vRw0XZZuiq9KZcKqn0mIA=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.116206,Neutral
UgydHVPjNR9H214SeDF4AaABAg,There’s no excuse for automotive journalists to mispronounce Porsche. It is two syllables; the “e” is NOT silent.,3 years ago,@gruhl6122,UCePSjcdphqXIE454VnMz26w,0,,https://yt3.ggpht.com/ytc/AIdro_kLKSI2YhpBGBpaQBb8raHVtSuh2fqmAFnthLzOfz4=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.117803,Negative
UgxxpNJqEGq2thlAaVl4AaABAg,I’ve got the Porsche the faster you go the better the suspension is…allegedly if your going over 60 even on a B road the suspension is good,3 years ago,@oneeleven9832,UCJM-C5psDqy67hvynrb6JUA,0,,https://yt3.ggpht.com/ytc/AIdro_mO626kBkKq8cH6oIPRh-aR7kj38kWCrMdceS2qruM=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.119818,Positive
Ugwbaiz65F_6AaSrm1p4AaABAg,That 911 is so pretty which is the opposite for the bmw 😂,3 years ago (edited),@mysticzz6685,UClUhj1tj2QaheKbuG3sqpyA,0,,https://yt3.ggpht.com/hgJM28od-lvjViVzeKdlxtT1S2APCj2ak8XrBMNV0gGUY4ir0E5MKKb9ehfGbrDDY7a9L9MbU58=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.121833,Positive
UgxrenGY4wIdFMTHOLN4AaABAg,The rear seats in the Porsche is just for carrying stuff,3 years ago,@WycliffStudios,UCL7iERVvfznLeGogJ0BC7dQ,0,,https://yt3.ggpht.com/uglsvhCPERwE6RB79cxyZN_tGPi9JocWEWJFUrjISV5EtIextlq6ue3KehUjs4YcavwWASkX2w=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.12292,Neutral
UgwWcceILEjgRpTV2cF4AaABAg,BMW is not so exclusive anymore. Most people are not car knowledgeable. Porsche is Porsche. BMW is BMW,3 years ago,@WycliffStudios,UCL7iERVvfznLeGogJ0BC7dQ,0,,https://yt3.ggpht.com/uglsvhCPERwE6RB79cxyZN_tGPi9JocWEWJFUrjISV5EtIextlq6ue3KehUjs4YcavwWASkX2w=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.124983,Negative
UgwJIeNUaDrVZ83aDE14AaABAg,I would seriousl just get that Porsche over any BMW anyday.,3 years ago,@WycliffStudios,UCL7iERVvfznLeGogJ0BC7dQ,0,,https://yt3.ggpht.com/uglsvhCPERwE6RB79cxyZN_tGPi9JocWEWJFUrjISV5EtIextlq6ue3KehUjs4YcavwWASkX2w=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.127514,Neutral
Ugy0L9YTifz3jUN4Gz94AaABAg,""" Loads of room "" in the back of M3. Don't think so . 🤣🤣🤣",3 years ago,@jasonbourne7499,UCc8ekJrvRzPTIXJ9DjO932Q,0,,https://yt3.ggpht.com/SDyyU5KLr2DsTrShDYHVCtYKCkxThOJ_UOGmuGCNmU7tXu3n8O85pM-qLtbtPrbd6EG8Lww5=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.127514,Positive
UgwxbspmUIWNYpJyn114AaABAg,為什麼全世界各地有分公司賣農藥的台灣上市興農公司(1712)董事長洪博彥，被我告到地檢刑事已6個多月還沒開庭，他的律師恐嚇我如果我告會整我(錄音存證)，如果對方亂告只能說告誣告，如果被人告，就恐嚇說要整人就已幫他的老闆認罪。太囂張了不知道我是誰。如果依法處理會在網路與報紙看到詳情，不依法處理是犯法行為。那一位91歲也是搞食品的蝦味仙老董用過期食品被判刑1年8個月要去服刑，被我告的興農公司老董竟還沒開庭真奇怪。正好病毒給了檢察官6個月不處理不處罰的理由。,3 years ago,@kc92252,UCFxr456SZUQ0bWqUWDqd5GA,0,,https://yt3.ggpht.com/ytc/AIdro_l2fqC_YJuwQY2qB7OEpz1TTQM5mvIR4zKxPF4fo80=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.127514,Neutral
Ugxq_ab81h8lpCCQD3d4AaABAg,"Oh man, I am still loving how the aggressively masculine looking front end of the BMW still triggers Beta male Simps.  Just awesome 🤘",3 years ago,@noybeeswax,UCf8jo6sJlDJNMos-b5Kju-w,0,,https://yt3.ggpht.com/knBp4KLBCfshxgdxjGNuLHm1vSXql0-q4EId_hVeTTgkzkfpVjmbJOTH4ptQLzQFXjIO1H5tYg4=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.127514,Positive
UgzCawgRkNR9m18jLq54AaABAg,I like the Beamer better.,3 years ago,@LynN-pl4ig,UCHNOyghajjFAWKHuP_iDfpw,0,,https://yt3.ggpht.com/ytc/AIdro_mMsjFl3dlUx8BaGZzBrfhWDuZxeVOX9Y7Pa8YsGj1kJmkn=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.127514,Positive
Ugz49iXjKR1QBgv_F-J4AaABAg,Porsche,3 years ago,@maartensswanepoel11,UCGPdwCh-dtxtDLDgV-pbjkA,0,,https://yt3.ggpht.com/ytc/AIdro_mFsSgysRAVplHLSPplp3IczwiJ_PbaDej93fAJMl4bjls=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.127514,Neutral
Ugz_wDFwFjmiEQR0NDB4AaABAg,What do you mean by “...you just have to drive it in a 911 way” ? Nice video btw,3 years ago,@pedru471r,UCkj1V7qpVsM4ZvWbejGypNg,0,,https://yt3.ggpht.com/Kk20sPyX8fUflfUyS0lu8NqiKTVfh-AQxVKBBqZGasvYyePgbm7u6c7rPMyGB4U6p6bEDLOgrQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.127514,Positive
UgzeqX6vP2u0sthKfMB4AaABAg,"Despite the power difference, the Porsche looked like it launched harder, quicker, and overall was faster in every regard. Interesting.",3 years ago,@spiritneuropath,UChE_tB3sv3cqGd7Vy2cWgdw,0,,https://yt3.ggpht.com/Zm0FEmGzCoTB3ZtE7YnvrUV1ab3b7t6HpNuyfR4wRYQmTpZoUXyl__cQLu6qTxGFIzbECNS7TI4=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.127514,Positive
UgynR0goPvFy9J47Zld4AaABAg,Vibessss,3 years ago,@emanvibes281,UC-EJjvy-J_8Bs-DtLhrNzfg,0,,https://yt3.ggpht.com/spjJuFBylKLlERCLQsq8ObihDJN8hM1aEWLzH0PCpTs3e4fIL19X_yFzu4-QB0-Eymet_rsfjg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578602.127514,Neutral
UgxFVwBYY9w8PGhu2J14AaABAg,BMW always puts a smirk 😏 on your face though! M3 AWD and 911 4S next please?,3 years ago,@marcon2608,UCD3EnEZx3sTdBepJlOIy1KA,0,,https://yt3.ggpht.com/ytc/AIdro_mvI2fdz0-oDEXlkod66vROki1Y1Vrz4ye0SrpChFQkYJiL=s88-c-k-c0x00ffffff-no-rj,False,False,1656578606.99999,Positive
UgwBVNqiIgFZSdOxCLZ4AaABAg,2:50 fisting,3 years ago,@francouz23,UCG0vQKMgSflqWLtMlnPAGcg,0,,https://yt3.ggpht.com/ytc/AIdro_nmqzyvCClUXEHxl0cp0uicGQIl0zUGYKilrED9GVA=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.005502,Neutral
UgwBzeLZdanzOwtbN154AaABAg,"Head vs. heart time.....if practicality if the priority, then the BMW in this test. Heart, Porsche - there is no substitute as Mr Cruise said once in a film!",3 years ago,@dgbourdon1325,UCCCU3YY-T0N51rvUfKiM-Bg,0,,https://yt3.ggpht.com/ytc/AIdro_mU30aNM5qIMhHAvER7JXEU9ecyy69q83CjFMhzXHo=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.005502,Positive
UgyuIlWjyyN5XMgNlrF4AaABAg,I know 95 percent of us watching these videos will never own one of these cars or are looking to buy them 🤣,3 years ago,@sebastientumahai9560,UCKsQV77Q5Pi2TBJHVRpT7bg,0,,https://yt3.ggpht.com/ytc/AIdro_nPZu7-XDrfNHAgRUXlqW9-qJ38Y3r1ezUGBW3oyG5R_Ur_=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.005502,Positive
UgxYJz75sIVtbm4bTJV4AaABAg,hi carwow love the new BMW,3 years ago,@loyisokhumalo3709,UCVaKBdPdYEuTLa5ZMaOp73Q,0,,https://yt3.ggpht.com/ytc/AIdro_lxTcmsoJ1czqTLo0qS7JgWLhCSDsbLP04WQopwsg8wNwU=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.005502,Positive
UgwH5b6R2z1a3FGSTLR4AaABAg,"It's amazing how good a base 992 is to drive. such a fun car to drive with the rear engine. Porsche has done such a great job with it's most iconic model,  and it's actually quite comfortable to drive around daily. Congratulations on becoming a dad!",3 years ago,@davidwilliamauston,UCxxl4WTU-zxQiZuUT46-5xg,3,,https://yt3.ggpht.com/ytc/AIdro_n5keljbTyMHBQk2tRrG6bvtyrv-OfUNHFkntaFe0dTmf0=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.005502,Positive
UgwDRg1D44DfmKraU7N4AaABAg,Entry level Porsche is better than bmw m3 👍,3 years ago,@paatakvitsinadze4339,UCwsp4420F5JvaNFTtUX-e4Q,0,,https://yt3.ggpht.com/ytc/AIdro_kD5wc37hJHuiP-w_9CJxgnRUArKpmS4INMprmW2ANo0Y8=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.005502,Positive
UgxuyUMy46O_uRvF7zt4AaABAg,bmw bro,3 years ago,@markostrajh734,UC-Y1tF-NoF75SWqFc0UsjiA,0,,https://yt3.ggpht.com/ytc/AIdro_kWC5Fv7YJ9pwkFXg0G_M6FwNX6-uTdeurlfX8LvbmBdk0=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.005502,Neutral
Ugycs5Y1xklvGYdU3U94AaABAg,anybody wish the rear calipers where at least double pot ?,3 years ago,@ryen49,UCuew9r_wVa0s2zUui0Ux46Q,0,,https://yt3.ggpht.com/ytc/AIdro_mUhNJasBTlBOVln8qFe5JSNrzKh8TYbTMBXoWNdkdqrWIQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.005502,Positive
UgxtP4PQVdi4sP_V8Ih4AaABAg,Was bogging down that M3... didn't hold boost long enough?,3 years ago,@monocuco818,UCFMg0oLqPy-gqfnyAHOSodQ,0,,https://yt3.ggpht.com/ytc/AIdro_n2-SDYAlmq1XlxqZ8pNQlGVjNJe9NqWpJIhLVg-xmv0ys=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.016425,Negative
UgyswEdenDgll24cs-94AaABAg,"I don’t think you can compare the two cars because you have a top of the line track M3 and a base 911. Get a carrera s at least

Update: just finished the video turns out you don’t need a carrera s Porsche is still just a different breed",3 years ago (edited),@eliamsigouin8772,UCNua3GLfVggvYmeGe8nDJsA,0,,https://yt3.ggpht.com/ytc/AIdro_lR58LIkZgdgNMKgTIMJCQv5iZrWehYGreWOBgWyx0y2xI=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.018859,Positive
UgwEbiiKaoVDbcJD2Md4AaABAg,First world problem. Rattle so annoying. As much rattle as an ant walking by,3 years ago,@ilyanization,UCI0FlTgOWzDjtdmtkuhiIaw,0,,https://yt3.ggpht.com/ytc/AIdro_kzrNezIBqrTFQxx3TGakayeKMLiYcScL6c6kVSGrA=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.020131,Negative
UgwdqB7ftVerKk4FFjJ4AaABAg,No loss ...both were German engineering...they just make them affordable yet with glints of the German capabilities...,3 years ago,@magicwand6746,UC-lRYCADg3HWrrP4wo2U7fw,0,,https://yt3.ggpht.com/ytc/AIdro_lZbN3pp8Bue_63-BfKZg9DfcKDLQ7uLYX9aLFjP1Ro9hc=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.020131,Positive
UgyHFumX3OB83e8pZ5d4AaABAg,"11er, what else?",3 years ago,@hp24756,UCxWN9WaQikisb_lGHhOV6Dg,0,,https://yt3.ggpht.com/PMDktWiuWAZ6Ujn6QeWVb2wRlRCmvClXibhBedp5QN6Lql4QAhkNBLMM_0K_oUk_pJ4FGm6ENg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.021749,Neutral
Ugyw-roNzIAaUSHQ2bN4AaABAg,Why you didnt took a manualshifted m3? Thats much more special and outstanding for this car and in comparison to its competitors!,3 years ago (edited),@Isdera1985,UCoMYa5JWqgk3QZLw2DEm9kw,1,,https://yt3.ggpht.com/ytc/AIdro_kh9hX4aTaj8ZVI847kM4iswco3OKXlOsDvBYXIiVg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.021749,Positive
UgxKZZralOXLprHG3gt4AaABAg,Ill take the beginners 911,3 years ago,@hertzair1186,UC3hP5rGE4jI2fODpLWMjkuw,0,,https://yt3.ggpht.com/ytc/AIdro_k76zUyw8omU7nTA6ZhRrGFPWaFQ58m3u05buhOxjtKVw=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.021749,Negative
Ugzc4fma1IdMlSpPSwB4AaABAg,"I find that the tire noise on my 911 GTS is worse in winter than the rest of the year. Maybe something to do with humidity on the roads in Portugal. Great review but must say that when you're comparing two cars, one is ""better"" than the other; best is for over two items. Porsche is always the best of all cars.",3 years ago,@oeiras99,UCbImlSbrS9LJXZSps8-bcDw,0,,https://yt3.ggpht.com/ytc/AIdro_mUnbaeZ7XWTM5xbODo5YVbU7oiWj4Pb4QfVGk0Nsw=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.026884,Positive
UgzqQl9REL0xdkdFl_R4AaABAg,"Piece of shit launch control in the BMW, lol!",3 years ago,@beauwasiak8617,UC6hZOw8U9CMFKIGRs0YR4XA,0,,https://yt3.ggpht.com/MdTAilWuWe0uewREFu_S6BVdrONhidupUD7hsm49UDglGJw7g3Z8RaHzKhyiHN_rfCh2HLg1_g=s88-c-k-c0x00ffffff-no-rj,False,False,1656578607.026884,Negative
